corp_label,entity_type,group,corp_code,corp_name,bsns_year,reprt_code,reprt_nm,accounting_std_inferred,bsis_blce_acntbk_amount,bsis_blce_qota_rt,bsis_blce_qy,corp_cls,frst_acqs_amount,frst_acqs_de,incrs_dcrs_acqs_dsps_amount,incrs_dcrs_acqs_dsps_qy,incrs_dcrs_evl_lstmn,inference_rule,inv_prm,invstmnt_purps,recent_bsns_year_fnnr_sttus_thstrm_ntpf,recent_bsns_year_fnnr_sttus_tot_assets,stlm_dt,trmend_blce_acntbk_amount,trmend_blce_qota_rt,trmend_blce_qy,value_source,source_endpoint,source_params,rcept_no,rcept_no_source,fetched_at,status,call_id,raw_path,raw_sha256,data_age_days
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"769,000,000",14.9,"170,520",E,"853,000,000",2007.12.21,-,-,"4,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",경기꿈나무 주식회사,단순투자,"128,000,000","17,166,000,000",2026-06-30,"773,000,000",14.9,"170,520",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"220,000,000",10.0,"43,937",E,"220,000,000",2007.05.18,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",경남지역대학교생활관건설,단순투자,"11,000,000","12,985,000,000",2026-06-30,"220,000,000",10.0,"43,937",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"413,000,000",11.0,"82,588",E,"413,000,000",2006.07.27,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",계룡하수관거㈜,단순투자,"57,000,000","11,796,000,000",2026-06-30,"413,000,000",11.0,"82,588",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"406,000,000",10.0,"81,262",E,"406,000,000",2008.07.09,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",광주우정학사 주식회사,단순투자,"96,000,000","10,343,000,000",2026-06-30,"406,000,000",10.0,"81,262",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"459,000,000",14.8,"45,900",E,"459,000,000",2006.07.25,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",기능대학비티엘㈜,단순투자,"336,000,000","6,268,000,000",2026-06-30,"459,000,000",14.8,"45,900",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"356,000,000",15.0,"139,200",E,"696,000,000",2007.09.06,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",김포꿈나무 주식회사,단순투자,"128,000,000","12,927,000,000",2026-06-30,"356,000,000",15.0,"139,200",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"451,000,000",13.0,"45,100",E,"451,000,000",2006.05.22,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",남양강진씨앤지㈜,단순투자,"-41,000,000","11,011,000,000",2026-06-30,"451,000,000",13.0,"45,100",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"430,000,000",13.0,"80,002",E,"400,000,000",2006.06.14,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",늘푸른대전배움터㈜,단순투자,"-95,000,000","3,234,000,000",2026-06-30,"430,000,000",13.0,"80,002",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"334,000,000",14.2,"125,070",E,"625,000,000",2006.09.26,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",대구호산초교관리㈜,단순투자,"177,000,000","8,055,000,000",2026-06-30,"334,000,000",14.2,"125,070",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"495,000,000",13.0,"99,086",E,"495,000,000",2006.06.23,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",마산배움터지킴이㈜,단순투자,"140,000,000","4,882,000,000",2026-06-30,"495,000,000",13.0,"99,086",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"11,455,000,000",14.9,"89,474",E,"773,000,000",2004.12.30,-,-,"-450,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",중앙신용정보,단순투자,"1,477,000,000","38,162,000,000",2026-06-30,"11,006,000,000",14.9,"89,474",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"497,000,000",15.0,"99,300",E,"497,000,000",2007.09.18,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",문산자유㈜,단순투자,"63,000,000","12,843,000,000",2026-06-30,"497,000,000",15.0,"99,300",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"578,000,000",15.0,"117,930",E,"590,000,000",2008.04.11,-,-,"-15,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",부평씨앤에이 주식회사,단순투자,"-152,000,000","10,590,000,000",2026-06-30,"564,000,000",15.0,"117,930",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"425,000,000",15.0,"1,474,890",E,"737,000,000",2008.06.18,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",상아탑 주식회사,단순투자,"144,000,000","15,862,000,000",2026-06-30,"425,000,000",15.0,"1,474,890",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"726,000,000",15.0,"158,010",E,"790,000,000",2007.11.21,-,-,"4,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",서울꿈나무 주식회사,단순투자,"55,000,000","19,020,000,000",2026-06-30,"730,000,000",15.0,"158,010",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"1,782,000,000",15.0,"117,570",E,"588,000,000",2006.09.28,-,-,"-131,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",안산에듀피아㈜,단순투자,"223,000,000","7,360,000,000",2026-06-30,"1,650,000,000",15.0,"117,570",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"8,873,000,000",15.0,"1,512,330",E,"7,562,000,000",2005.07.18,-,-,"-557,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",용인클린워터㈜,단순투자,"3,754,000,000","58,900,000,000",2026-06-30,"8,316,000,000",15.0,"1,512,330",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"1,188,000,000",15.0,"102,399",E,"512,000,000",2006.09.28,-,-,"-10,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",일산에듀피아㈜,단순투자,"108,000,000","5,842,000,000",2026-06-30,"1,178,000,000",15.0,"102,399",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"314,000,000",4.8,"62,770",E,"314,000,000",2006.08.31,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",정읍하수관거㈜,단순투자,"-38,000,000","19,367,000,000",2026-06-30,"314,000,000",4.8,"62,770",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"267,000,000",15.0,"53,430",E,"267,000,000",2007.01.19,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",(주)대치리버파크,단순투자,"78,000,000","4,146,000,000",2026-06-30,"267,000,000",15.0,"53,430",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"326,000,000",15.0,"77,357",E,"387,000,000",2006.07.19,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",증평하수관거㈜,단순투자,"14,000,000","7,317,000,000",2026-06-30,"326,000,000",15.0,"77,357",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"1,132,000,000",1.0,"34,800",E,"762,000,000",2014.08.29,"-325,000,000","-10,000","23,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",동양레저,단순투자,"8,740,000,000","95,077,000,000",2026-06-30,"829,000,000",0.7,"24,800",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"279,000,000",12.0,"55,848",E,"279,000,000",2006.05.08,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",진천물자원㈜,단순투자,"97,000,000","4,750,000,000",2026-06-30,"279,000,000",12.0,"55,848",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"245,000,000",8.0,"141,120",E,"706,000,000",2006.05.03,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",청정상주㈜,단순투자,"-1,000,000","26,321,000,000",2026-06-30,"245,000,000",8.0,"141,120",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"869,000,000",15.0,"281,318",E,"1,407,000,000",2006.06.01,-,-,"-130,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",푸른아산지키미㈜,단순투자,"67,000,000","27,677,000,000",2026-06-30,"739,000,000",15.0,"281,318",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"35,000,000",8.0,"75,171",E,"376,000,000",2006.06.01,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",푸른여수지키미㈜,단순투자,"-99,000,000","13,467,000,000",2026-06-30,"35,000,000",8.0,"75,171",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"400,000,000",8.0,"80,000",E,"400,000,000",2015.07.24,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",성남의뜰㈜,단순투자,"2,861,000,000","33,929,000,000",2026-06-30,"400,000,000",8.0,"80,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,0,0.1,"5,714",E,"3,370,000,000",2016.07.29,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",국민유선방송투자㈜,단순투자,"215,000,000","424,794,000,000",2026-06-30,0,0.1,"5,714",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"1,839,000,000",9.2,"983,333,333",E,"9,000,000,000",2020.12.11,-,-,"-10,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",브이엘지글러사모투자합자회사,단순투자,"-17,000,000","26,233,000,000",2026-06-30,"1,829,000,000",8.3,"983,333,333",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"500,000,000",7.8,"50,000",E,"500,000,000",2022.02.16,-,-,"3,369,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",밸류제1호제주피에프브이,단순투자,"-6,927,000,000","180,229,000,000",2026-06-30,"3,869,000,000",7.8,"50,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"12,493,000,000",4.6,"55,000",E,"11,000,000,000",2023.10.17,-,-,"127,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",코크렙제66호위탁관리부동산투자회사_우선주,단순투자,"4,222,000,000","579,104,000,000",2026-06-30,"12,621,000,000",4.6,"55,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"8,288,000,000",2.1,"25,000",E,"5,000,000,000",2023.10.17,-,-,"403,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",코크렙제66호위탁관리부동산투자회사_보통주,단순투자,"4,222,000,000","579,104,000,000",2026-06-30,"8,692,000,000",2.1,"25,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"145,000,000",0.7,"144,220",E,"145,000,000",2018.12.30,-,-,"-145,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",대우차판매(출자전환),단순투자,"-15,032,000,000","345,421,000,000",2026-06-30,-,0.7,"144,220",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"11,696,000,000",9.4,"2,000,000",E,"10,000,000,000",2024.03.21,-,-,"278,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",광화문 G타워 우선주,단순투자,"707,000,000","310,371,000,000",2026-06-30,"11,974,000,000",9.3,"2,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"383,000,000",10.3,"123,035",E,"615,000,000",2014.02.25,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",가평양주강군㈜,단순투자,"22,000,000","74,528,000,000",2026-06-30,"383,000,000",10.3,"123,035",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"26,501,000,000",3.3,"7,159,781",E,"22,898,000,000",2014.02.25,-,-,"-833,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",한국인프라이호투융자,단순투자,"32,747,000,000","907,430,000,000",2026-06-30,"25,668,000,000",3.3,"7,159,781",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
동양생명보험,생보,보험자회사,00117267,동양생명보험,2026,11012,반기보고서,IFRS17,"209,000,000",10.0,"41,700",E,"209,000,000",2012.08.29,-,-,-,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",강남실버케어주식회사,단순투자,"14,000,000","22,187,000,000",2026-06-30,"209,000,000",10.0,"41,700",api,otrCprInvstmntSttus,"{""bsns_year"": ""2026"", ""corp_code"": ""00117267"", ""reprt_code"": ""11012""}",20260831001171,api_row,2026-08-31T15:52:39+09:00,000,run_20260831_152517_0724,raw/otrCprInvstmntSttus/00117267_2026_11012.json,e0b747cdc5db8bd1610a78d87224cca0a7ee3c3313c4404d0ceeeaeb2cd95d98,0
